t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
212476.55948298052,53.8,2300,327680,0.1005208,0.05074836,0.1795711,0.07319475,0.0,0.1893304,0.363046,2.75044,0.0,0.0,0.00286935,0.0136752,3.669154,3.317457,1.803173,1.107325,0.6051276,1.107325,0.8054938,0.918949,3.318678,3.312268,0.8011714,4.96336,4.958,0.0
217529.31644994533,56.0,2400,327680,0.09856894,0.05562801,0.1717637,0.00585558,0.0,0.1883545,0.3445033,1.64312,0.0,6.105e-05,0.0031746,0.0131868,3.685857,3.317457,1.80415,1.107325,0.6135525,1.104761,0.802197,0.9283507,3.317762,3.311352,0.8011714,5.0049,5.01026,0.0
222588.48315197974,60.4,2400,327680,0.00097593,0.05660394,0.1883545,0.1083282,0.0,0.1883545,0.3435274,4.17031,0.0,0.0002442,0.00311355,0.0131868,3.651522,3.317457,1.803661,1.110622,0.6021972,1.104394,0.8010981,0.928888,3.317762,3.313183,0.8011714,4.90038,4.88564,0.0
227641.98483497603,56.5,1500,327680,0.09564114,0.05465208,0.1698118,0.01073523,0.0,0.1971379,0.3396236,1.13411,0.0,0.0,0.00311355,0.0128205,3.693281,3.318385,1.804638,1.113918,0.6120873,1.104394,0.8003655,0.8184852,3.318678,3.313183,0.8011714,5.0116,5.0116,0.0
232693.44079797156,59.3,2300,327680,0.00097593,0.0683151,0.2010416,0.2273917,0.0088236,0.1873786,0.3874442,5.0008,0.0,0.0,0.0032967,0.0130647,3.641315,3.321169,1.804638,1.10586,0.6051276,1.107691,0.8029296,0.9294252,3.317762,3.311352,0.8008783,4.87358,4.90306,0.0
237755.8118039742,61.5,2400,327680,0.00195186,0.05367615,0.1737155,0.01073523,0.0,0.1873786,0.3445033,4.1971,0.0,0.0,0.00335775,0.0136752,3.651522,3.318385,1.804638,1.107325,0.6065928,1.106959,0.8087904,0.928888,3.317762,3.313183,0.8011714,4.91378,4.90842,0.0
242806.3613869599,57.6,1600,327680,0.0,0.05270022,0.16786,0.0097593,0.0,0.1883545,0.3435274,0.9912299,0.0,0.0,0.0031746,0.0131868,3.709056,3.318385,1.805126,1.110622,0.6120873,1.108424,0.8058601,0.7223192,3.317762,3.312268,0.8005854,5.02768,5.02634,0.0
247861.60411097808,56.5,2300,327680,0.1005208,0.05074836,0.1737155,0.02049453,0.0,0.1883545,0.3474311,2.91118,0.0,0.0,0.0034188,0.013431,3.663586,3.318385,1.80415,1.113552,0.6021972,1.110622,0.8047611,0.9192177,3.318678,3.315015,0.8005854,4.9513,4.94594,0.0
252917.61967999628,55.4,2400,327680,0.1005208,0.0585558,0.1746915,0.03610941,0.0,0.1883545,0.3493829,2.75044,0.0,6.105e-05,0.0029304,0.0135531,3.671938,3.319313,1.803661,1.113552,0.6036624,1.102197,0.802197,0.9184118,3.317762,3.313183,0.8014645,4.96336,4.95398,0.0
257971.77795198513,57.1,1500,327680,0.00292779,0.05270022,0.1698118,0.00487965,0.0,0.1883545,0.3454792,1.15197,0.0,0.0002442,0.0030525,0.0129426,3.706272,3.317457,1.803173,1.112087,0.6040287,1.107691,0.8010981,0.8184852,3.318678,3.311352,0.8008783,5.02098,5.01428,0.0
263027.2531749797,60.4,2400,327680,0.0195186,0.05270022,0.1756674,0.01073523,0.0,0.1981138,0.3932998,4.42928,0.0,0.0,0.00360195,0.0128205,3.643171,3.318385,1.804638,1.107325,0.6073254,1.10879,0.8014644,0.9275449,3.317762,3.312268,0.8008783,4.8776,4.8776,0.0
268076.80852897465,59.3,2400,327680,0.0,0.05757987,0.1766433,0.02244639,0.0,0.1873786,0.348407,5.75092,0.0,0.0,0.0034188,0.0130647,3.635747,3.321169,1.802684,1.113918,0.604395,1.109156,0.8040285,0.9291566,3.317762,3.310436,0.8005854,4.84544,4.824,0.0
273131.64772099117,59.3,1600,327680,0.01463895,0.05270022,0.1698118,0.00292779,0.0,0.1873786,0.3474311,1.02695,0.0,0.0,0.0034188,0.0130647,3.706272,3.320241,1.802196,1.11282,0.6018309,1.111354,0.8058601,0.7223192,3.317762,3.312268,0.8005854,5.02366,5.02902,0.0
278192.6282439963,59.8,2400,327680,0.00585558,0.06050766,0.1737155,0.03415755,0.0,0.1873786,0.3542626,4.52751,0.0,0.0,0.00311355,0.0136752,3.659874,3.319313,1.802684,1.113918,0.6036624,1.112087,0.802197,0.9291566,3.318678,3.311352,0.8005854,4.86688,4.86554,0.0
283252.68799898913,56.0,1500,327680,0.00097593,0.05562801,0.1688359,0.00585558,0.0,0.1873786,0.3464552,1.36629,0.0,0.0,0.0032967,0.0139194,3.703488,3.319313,1.80415,1.113552,0.6113547,1.102929,0.8058601,0.9286194,3.318678,3.313183,0.8017574,5.00758,5.00892,0.0
288303.8250429672,56.0,2400,327680,0.00292779,0.05562801,0.1737155,0.02732604,0.0,0.1893304,0.3523108,2.89332,0.0,0.0,0.0034188,0.0131868,3.681217,3.320241,1.80415,1.115017,0.6065928,1.109156,0.8040285,0.9283507,3.319594,3.310436,0.8008783,4.96336,4.95934,0.0
293360.44501594733,60.4,2300,327680,0.09856894,0.05562801,0.195186,0.1083282,0.0102942,0.1873786,0.4664946,5.161539,0.0,0.0,0.0031746,0.0136752,3.618116,3.317457,1.80415,1.108058,0.6014646,1.107691,0.8025633,0.9283507,3.317762,3.315931,0.8008783,4.86688,4.8642,0.0
298419.1769139725,54.9,1500,327680,0.00195186,0.05074836,0.1707878,0.00780744,0.0,0.1903064,0.3435274,1.11625,0.0,0.0,0.0031746,0.0135531,3.7072,3.318385,1.804638,1.112087,0.6128199,1.110622,0.8025633,0.8184852,3.317762,3.313183,0.8014645,5.0116,5.00758,0.0
303472.9432859458,54.3,1600,327680,0.01171116,0.05465208,0.1698118,0.00683151,0.0,0.1873786,0.3435274,1.10732,0.0,0.0,0.0029304,0.0129426,3.709984,3.316529,1.80415,1.113552,0.6054939,1.10586,0.8054938,0.8182165,3.317762,3.312268,0.8005854,5.03304,5.02768,0.0
